data,temp_media,temp_max,temp_min,chuva_soma,vento_max
2023-01-01,21.63,26.1,17.65,0.0,7.39
2023-01-02,22.65,28.35,17.4,0.0,10.69
2023-01-03,22.73,26.95,18.4,0.0,20.57
2023-01-04,21.12,24.95,17.85,6.8,19.64
2023-01-05,17.35,18.2,16.7,18.0,10.25
2023-01-06,16.63,17.15,15.85,9.4,12.31
2023-01-07,17.22,19.55,15.55,0.0,12.78
2023-01-08,18.25,21.6,15.25,0.0,11.97
2023-01-09,19.75,23.0,17.8,0.1,12.24
2023-01-10,21.36,24.85,18.1,0.0,10.69
2023-01-11,21.5,24.65,18.6,1.4,15.27
2023-01-12,22.37,27.15,18.3,0.0,15.55
2023-01-13,23.15,27.35,19.35,0.0,18.0
2023-01-14,23.96,29.25,19.55,0.0,19.69
2023-01-15,24.8,31.3,19.9,0.0,10.8
2023-01-16,24.07,30.5,19.65,0.0,13.4
2023-01-17,24.62,30.3,20.55,0.0,13.68
2023-01-18,23.62,29.25,19.95,0.0,15.46
2023-01-19,22.56,28.7,18.7,0.0,13.05
2023-01-20,21.18,24.4,18.65,0.0,9.73
2023-01-21,22.09,27.6,18.45,0.0,12.64
2023-01-22,24.05,29.6,18.85,0.0,12.43
2023-01-23,23.3,28.3,19.35,0.0,11.38
2023-01-24,22.44,26.85,19.7,0.0,11.97
2023-01-25,22.68,29.2,17.75,0.0,17.85
2023-01-26,22.48,29.75,16.95,0.0,17.1
2023-01-27,22.25,29.6,16.4,0.0,18.97
2023-01-28,22.92,28.45,18.6,0.0,9.03
2023-01-29,23.53,28.85,19.5,0.0,12.59
2023-01-30,23.0,28.1,18.8,0.0,16.2
2023-01-31,23.86,29.2,19.15,0.0,17.79
2023-02-01,23.31,27.9,19.9,0.0,10.5
2023-02-02,23.85,29.2,19.55,0.0,13.78
2023-02-03,24.12,28.7,20.75,0.0,24.44
2023-02-04,23.68,27.65,20.95,0.0,22.16
2023-02-05,23.92,28.15,20.65,0.0,18.33
2023-02-06,23.3,28.3,19.25,0.0,14.93
2023-02-07,21.63,26.05,19.3,0.0,11.93
2023-02-08,21.61,26.25,18.1,0.0,14.17
2023-02-09,21.85,28.3,16.7,0.0,14.08
2023-02-10,22.48,27.65,18.35,0.0,11.92
2023-02-11,21.26,24.0,19.4,5.9,10.8
2023-02-12,22.09,26.45,18.95,0.1,16.8
2023-02-13,22.66,27.7,18.1,0.0,16.31
2023-02-14,23.62,29.6,17.9,0.0,15.14
2023-02-15,24.97,30.85,20.15,0.0,20.77
2023-02-16,24.26,28.95,20.9,0.0,22.66
2023-02-17,24.66,29.35,20.7,0.0,23.84
2023-02-18,22.39,26.7,19.4,8.8,13.04
2023-02-19,19.13,20.8,17.5,79.2,15.46
2023-02-20,22.46,28.2,18.1,0.0,9.5
2023-02-21,22.93,28.35,18.2,0.0,15.04
2023-02-22,21.98,27.6,18.5,0.0,12.23
2023-02-23,22.21,27.4,18.9,0.0,9.57
2023-02-24,23.24,29.1,18.35,0.0,15.58
2023-02-25,23.97,29.75,19.25,0.0,19.73
2023-02-26,24.54,30.6,18.9,0.0,15.48
2023-02-27,23.22,28.8,20.45,0.0,14.33
2023-02-28,21.99,25.45,19.5,0.0,10.37
2023-03-01,22.99,29.35,18.3,0.0,12.78
2023-03-02,23.85,30.1,18.55,0.0,11.53
2023-03-03,24.07,30.4,18.75,0.0,10.44
2023-03-04,23.62,29.2,19.2,0.0,15.04
2023-03-05,23.07,28.25,18.55,0.0,15.7
2023-03-06,22.5,27.1,19.15,0.0,12.6
2023-03-07,22.71,29.5,17.15,0.0,14.56
2023-03-08,23.23,29.65,17.65,0.0,10.93
2023-03-09,23.13,29.55,18.75,0.0,7.2
2023-03-10,22.58,28.4,19.4,0.6,8.5
2023-03-11,21.43,24.6,19.35,0.7,6.03
2023-03-12,21.47,25.15,18.85,0.1,9.66
2023-03-13,22.13,26.3,19.8,0.0,9.73
2023-03-14,21.8,25.1,19.8,0.0,10.0
2023-03-15,22.02,27.0,18.4,0.0,13.28
2023-03-16,21.89,28.2,17.1,0.0,16.3
2023-03-17,21.28,27.75,16.35,0.0,16.56
2023-03-18,21.95,28.35,17.45,0.0,13.36
2023-03-19,23.07,29.5,18.1,0.0,12.4
2023-03-20,23.25,30.15,19.2,0.0,9.83
2023-03-21,22.26,29.75,16.35,0.0,16.6
2023-03-22,22.01,29.0,16.7,0.0,15.28
2023-03-23,22.64,29.5,17.25,0.0,12.56
2023-03-24,23.77,30.75,18.55,0.0,11.75
2023-03-25,23.21,29.9,17.9,0.0,12.18
2023-03-26,24.51,31.3,18.6,0.0,17.37
2023-03-27,21.59,24.7,19.65,0.0,13.68
2023-03-28,21.48,27.5,18.1,0.0,11.59
2023-03-29,22.19,28.1,17.75,0.0,8.65
2023-03-30,23.35,29.5,17.4,0.0,10.79
2023-03-31,22.12,28.35,17.0,0.0,12.66
2023-04-01,22.06,28.65,18.1,0.0,18.33
2023-04-02,19.02,21.8,16.8,0.0,12.25
2023-04-03,19.57,25.6,14.8,0.0,11.46
2023-04-04,21.37,28.1,16.2,0.0,13.71
2023-04-05,20.58,26.3,17.15,0.0,13.24
2023-04-06,20.23,25.3,17.3,0.0,11.59
2023-04-07,19.67,21.0,18.55,4.8,5.05
2023-04-08,19.44,21.45,18.05,0.0,9.03
2023-04-09,18.93,20.55,17.8,0.0,10.5
2023-04-10,19.0,24.8,15.25,0.0,14.4
2023-04-11,19.63,25.95,14.5,0.0,9.51
2023-04-12,21.07,26.7,17.1,0.0,8.79
2023-04-13,21.83,27.5,17.3,0.0,10.01
2023-04-14,20.42,22.7,18.2,0.3,8.21
2023-04-15,19.98,22.6,18.5,0.0,11.97
2023-04-16,20.99,26.05,17.75,0.0,10.3
2023-04-17,22.22,27.9,17.6,0.0,21.92
2023-04-18,21.82,24.15,19.85,12.1,20.63
2023-04-19,20.99,24.65,17.05,12.0,17.46
2023-04-20,16.77,21.55,13.4,0.0,12.72
2023-04-21,15.82,22.45,10.5,0.0,13.0
2023-04-22,17.29,23.25,12.15,0.0,10.46
2023-04-23,18.58,24.3,14.4,0.0,11.75
2023-04-24,18.34,24.4,14.35,0.0,13.83
2023-04-25,18.87,25.9,13.2,0.0,7.93
2023-04-26,19.48,25.4,15.9,0.0,15.27
2023-04-27,19.86,24.55,17.25,0.0,13.04
2023-04-28,18.45,20.55,16.7,0.0,9.59
2023-04-29,18.54,23.5,15.5,0.0,10.38
2023-04-30,19.86,25.3,15.95,0.0,8.67
2023-05-01,20.28,26.75,16.45,0.0,12.1
2023-05-02,20.4,25.65,16.95,0.0,10.74
2023-05-03,20.69,26.45,16.1,0.0,6.79
2023-05-04,21.66,27.65,17.2,0.0,9.57
2023-05-05,21.09,27.1,16.4,0.0,11.21
2023-05-06,21.13,26.5,17.65,0.0,9.93
2023-05-07,20.92,26.2,16.6,0.0,8.71
2023-05-08,21.25,27.4,15.1,0.0,10.8
2023-05-09,19.87,25.5,14.7,0.0,12.78
2023-05-10,19.71,22.85,18.0,0.0,9.0
2023-05-11,19.01,23.55,16.05,0.0,11.5
2023-05-12,16.09,19.7,13.8,0.0,10.09
2023-05-13,15.42,20.2,12.6,0.0,9.69
2023-05-14,15.69,22.55,10.0,0.0,6.92
2023-05-15,15.77,22.55,11.15,0.0,6.88
2023-05-16,15.04,22.65,6.65,0.0,12.31
2023-05-17,15.72,20.8,13.0,0.0,13.61
2023-05-18,15.38,21.25,11.5,0.0,10.24
2023-05-19,15.16,21.7,10.8,0.0,8.77
2023-05-20,15.63,22.9,10.6,0.0,8.05
2023-05-21,16.33,23.55,9.35,0.0,5.5
2023-05-22,17.56,23.45,12.75,0.0,9.9
2023-05-23,17.56,23.7,11.55,0.0,7.09
2023-05-24,17.81,23.5,11.5,0.0,11.12
2023-05-25,18.83,24.9,14.95,0.0,6.79
2023-05-26,19.22,25.8,13.75,0.0,8.77
2023-05-27,18.47,26.0,12.65,0.0,11.38
2023-05-28,17.53,21.65,13.1,1.6,14.71
2023-05-29,16.5,18.85,14.8,0.0,12.29
2023-05-30,16.28,19.5,14.35,5.5,14.21
2023-05-31,16.27,18.1,15.4,25.7,6.37
2023-06-01,16.79,20.65,14.6,0.0,7.99
2023-06-02,16.14,21.35,12.5,0.0,10.54
2023-06-03,16.98,23.35,12.8,0.0,7.9
2023-06-04,15.9,23.95,9.15,0.0,9.69
2023-06-05,15.39,23.25,8.9,0.0,10.46
2023-06-06,15.62,21.3,11.8,0.0,7.97
2023-06-07,16.04,23.35,11.8,0.0,8.21
2023-06-08,15.78,23.35,10.95,0.0,5.12
2023-06-09,15.67,24.85,9.0,0.0,15.78
2023-06-10,16.3,25.5,9.1,0.0,15.81
2023-06-11,17.34,26.55,10.4,0.0,19.01
2023-06-12,17.68,26.65,10.35,0.0,11.79
2023-06-13,17.03,18.35,16.2,0.2,9.61
2023-06-14,16.92,18.8,16.2,12.0,4.84
2023-06-15,16.71,17.85,15.65,11.1,8.59
2023-06-16,15.46,16.65,13.05,0.0,13.51
2023-06-17,12.67,17.65,8.45,0.0,10.59
2023-06-18,13.44,18.9,9.2,0.0,7.95
2023-06-19,14.15,19.5,10.7,0.0,10.5
2023-06-20,14.87,21.5,10.6,0.0,10.88
2023-06-21,15.85,23.2,10.2,0.0,6.49
2023-06-22,15.93,24.55,9.3,0.0,9.69
2023-06-23,15.83,24.45,9.3,0.0,10.01
2023-06-24,17.46,25.6,11.75,0.0,7.9
2023-06-25,17.37,26.1,10.05,0.0,7.15
2023-06-26,17.51,26.0,10.05,0.0,7.73
2023-06-27,16.6,25.1,10.05,0.0,15.99
2023-06-28,17.08,25.4,9.35,0.0,17.73
2023-06-29,16.97,21.85,12.05,0.0,15.04
2023-06-30,17.33,22.2,14.4,0.0,10.19
2023-07-01,16.61,23.4,12.7,0.0,13.91
2023-07-02,15.73,20.9,11.5,0.0,13.71
2023-07-03,14.53,19.55,11.5,0.0,13.49
2023-07-04,13.63,20.85,7.6,0.0,10.95
2023-07-05,14.78,22.8,10.05,0.0,7.65
2023-07-06,14.79,23.1,7.85,0.0,12.48
2023-07-07,15.04,24.0,8.45,0.0,14.06
2023-07-08,17.3,25.85,8.2,0.0,22.93
2023-07-09,17.35,19.65,15.2,14.1,6.57
2023-07-10,17.51,22.35,13.95,0.2,5.86
2023-07-11,19.01,26.8,12.6,0.0,12.64
2023-07-12,20.47,27.65,15.45,0.0,18.0
2023-07-13,21.38,25.1,17.55,0.0,31.72
2023-07-14,13.68,17.3,10.25,0.0,12.85
2023-07-15,13.31,20.45,8.2,0.0,10.5
2023-07-16,15.77,24.45,9.15,0.0,12.86
2023-07-17,17.82,25.45,13.25,0.0,9.03
2023-07-18,16.06,19.05,14.6,0.0,11.04
2023-07-19,15.46,17.2,14.55,0.0,10.14
2023-07-20,16.48,20.9,13.8,0.0,15.63
2023-07-21,17.09,22.55,12.75,0.0,9.93
2023-07-22,16.78,22.35,12.5,0.0,7.9
2023-07-23,17.5,24.85,10.05,0.0,5.69
2023-07-24,19.08,25.85,12.7,0.0,7.34
2023-07-25,19.12,26.1,13.35,0.0,8.77
2023-07-26,19.17,26.7,12.85,0.0,11.98
2023-07-27,17.56,26.2,12.05,0.0,16.77
2023-07-28,19.78,26.4,14.45,0.0,15.32
2023-07-29,15.45,17.15,13.35,0.0,11.75
2023-07-30,15.44,20.05,12.9,0.0,7.95
2023-07-31,17.74,24.3,13.4,0.0,7.93
2023-08-01,17.98,24.15,14.6,0.0,9.47
2023-08-02,18.67,28.35,12.5,0.0,4.21
2023-08-03,18.42,28.55,10.05,0.0,15.94
2023-08-04,17.68,25.15,11.9,0.0,9.69
2023-08-05,18.22,27.4,11.35,0.0,12.03
2023-08-06,19.77,29.4,11.9,0.0,7.42
2023-08-07,20.77,29.85,11.85,0.0,17.39
2023-08-08,17.34,19.05,16.45,0.0,13.98
2023-08-09,19.22,26.2,16.05,0.0,15.0
2023-08-10,20.17,27.65,14.65,0.0,9.79
2023-08-11,21.69,30.6,15.1,0.0,13.53
2023-08-12,18.94,29.2,14.5,0.0,12.62
2023-08-13,15.6,17.25,14.2,0.0,12.31
2023-08-14,16.57,21.55,13.85,0.0,9.59
2023-08-15,18.9,24.3,15.65,0.0,10.95
2023-08-16,20.02,25.5,16.35,0.0,9.59
2023-08-17,21.09,27.5,15.9,0.0,6.92
2023-08-18,20.68,28.85,13.3,0.0,17.58
2023-08-19,20.54,26.4,15.9,0.0,22.77
2023-08-20,19.75,26.65,14.75,0.0,14.53
2023-08-21,20.52,26.8,15.3,0.0,15.94
2023-08-22,21.28,30.5,13.95,0.0,16.75
2023-08-23,23.39,32.0,14.4,0.0,23.28
2023-08-24,24.9,32.5,18.0,0.0,22.6
2023-08-25,18.61,26.65,14.9,0.9,18.06
2023-08-26,14.13,15.05,12.55,9.6,12.68
2023-08-27,12.1,13.4,11.4,1.1,12.77
2023-08-28,13.3,15.1,11.8,0.0,9.69
2023-08-29,15.99,21.0,12.7,0.0,13.09
2023-08-30,17.77,24.95,13.15,0.0,14.78
2023-08-31,17.45,25.65,10.7,0.0,13.53
2023-09-01,18.3,27.75,10.85,0.0,13.78
2023-09-02,21.9,30.45,14.9,0.0,13.91
2023-09-03,23.6,31.0,17.15,0.0,18.72
2023-09-04,25.23,32.6,18.35,0.0,21.89
2023-09-05,20.86,25.9,16.8,0.0,16.98
2023-09-06,16.77,18.15,15.7,0.0,13.28
2023-09-07,18.71,24.6,15.0,0.0,14.46
2023-09-08,21.39,29.45,13.8,0.0,13.68
2023-09-09,21.61,29.45,14.35,0.0,14.06
2023-09-10,19.98,25.3,16.5,0.0,11.75
2023-09-11,21.97,28.7,16.0,0.0,8.71
2023-09-12,22.79,30.75,15.95,0.0,8.29
2023-09-13,23.51,33.0,14.05,0.0,19.88
2023-09-14,19.89,24.65,13.9,5.2,18.36
2023-09-15,15.84,22.35,12.45,0.0,14.84
2023-09-16,20.12,29.0,12.75,0.0,10.46
2023-09-17,23.69,31.85,16.25,0.0,10.9
2023-09-18,25.1,33.0,17.5,0.0,9.23
2023-09-19,24.39,32.25,18.85,0.0,13.78
2023-09-20,22.16,30.9,16.15,0.0,14.84
2023-09-21,22.02,30.85,16.15,0.0,15.28
2023-09-22,24.49,33.35,16.6,0.0,14.8
2023-09-23,24.19,32.8,18.05,0.0,15.98
2023-09-24,27.16,36.1,17.05,0.0,13.72
2023-09-25,23.49,32.4,19.5,0.0,15.0
2023-09-26,26.58,36.4,19.95,0.0,9.98
2023-09-27,25.49,34.05,18.9,0.0,24.52
2023-09-28,15.97,18.4,15.0,0.0,12.5
2023-09-29,17.57,22.4,14.9,0.0,11.59
2023-09-30,20.92,28.45,16.35,0.0,10.63
2023-10-01,20.26,23.3,17.8,1.1,12.32
2023-10-02,18.92,23.9,16.4,0.0,9.73
2023-10-03,21.04,27.8,16.2,0.0,10.32
2023-10-04,23.45,29.15,18.9,0.0,18.63
2023-10-05,22.35,28.1,18.25,0.0,15.38
2023-10-06,24.49,31.9,18.2,0.0,14.77
2023-10-07,26.09,32.1,19.95,0.0,21.18
2023-10-08,22.65,28.05,18.8,0.0,7.42
2023-10-09,20.95,24.35,17.35,0.5,17.37
2023-10-10,19.59,26.2,16.65,0.0,15.35
2023-10-11,23.88,32.4,17.2,0.0,13.9
2023-10-12,23.46,30.7,18.65,0.0,17.5
2023-10-13,17.19,18.55,14.75,0.0,12.1
2023-10-14,15.94,17.05,15.0,0.0,11.44
2023-10-15,19.02,24.8,15.5,0.0,12.43
2023-10-16,23.4,31.5,17.7,0.0,8.94
2023-10-17,23.54,30.5,18.55,0.0,18.03
2023-10-18,19.68,22.35,17.85,0.0,14.92
2023-10-19,17.51,19.35,16.0,0.0,11.3
2023-10-20,17.97,22.3,16.5,0.1,12.24
2023-10-21,18.54,22.8,15.95,0.0,13.68
2023-10-22,20.66,28.5,16.2,0.0,15.41
2023-10-23,22.61,31.95,16.6,0.0,13.48
2023-10-24,25.96,33.75,18.9,0.0,20.9
2023-10-25,21.18,22.65,18.9,0.0,10.19
2023-10-26,19.99,24.3,17.55,0.0,12.07
2023-10-27,21.15,27.1,17.85,0.0,12.03
2023-10-28,23.49,28.2,18.95,0.0,20.14
2023-10-29,25.35,30.6,21.6,0.0,25.21
2023-10-30,25.06,30.0,20.25,0.0,13.9
2023-10-31,23.67,29.9,20.55,0.0,13.36
2023-11-01,20.33,23.65,17.2,0.0,16.62
2023-11-02,19.04,22.7,16.25,0.0,12.23
2023-11-03,23.61,31.05,16.95,0.0,24.49
2023-11-04,22.51,26.65,18.55,0.0,18.25
2023-11-05,17.87,24.55,12.9,0.0,14.48
2023-11-06,17.28,24.7,12.0,0.0,14.77
2023-11-07,19.23,26.75,13.95,0.0,13.78
2023-11-08,23.27,32.2,14.4,0.0,7.28
2023-11-09,26.03,33.5,18.3,0.0,12.14
2023-11-10,23.38,31.1,19.05,0.0,13.48
2023-11-11,26.15,34.05,19.65,0.0,16.04
2023-11-12,27.85,35.7,19.1,0.0,10.01
2023-11-13,29.41,37.8,21.75,0.0,14.83
2023-11-14,26.29,37.45,20.35,0.0,20.95
2023-11-15,27.41,36.95,19.35,0.0,17.29
2023-11-16,27.28,34.7,19.25,0.0,20.99
2023-11-17,28.68,36.05,21.65,0.0,15.91
2023-11-18,28.63,35.5,22.6,0.0,21.76
2023-11-19,22.69,26.25,19.5,1.8,11.18
2023-11-20,20.98,24.45,18.6,0.0,13.04
2023-11-21,23.46,29.9,19.0,0.0,11.63
2023-11-22,25.31,31.15,20.35,0.0,18.12
2023-11-23,23.89,28.95,20.4,0.0,14.0
2023-11-24,18.61,20.7,16.25,0.9,14.33
2023-11-25,16.68,18.5,15.2,1.2,11.44
2023-11-26,18.53,22.55,15.35,0.5,11.49
2023-11-27,21.33,26.6,17.95,0.0,10.5
2023-11-28,23.43,28.75,19.4,0.0,10.99
2023-11-29,23.04,27.05,20.45,1.5,18.2
2023-11-30,24.26,29.2,20.35,0.0,14.92
2023-12-01,23.62,30.25,19.4,0.0,16.08
2023-12-02,24.92,32.8,17.15,0.0,12.48
2023-12-03,25.64,32.7,18.65,0.0,13.89
2023-12-04,23.95,32.75,18.15,0.0,18.79
2023-12-05,22.91,28.75,19.3,0.0,12.24
2023-12-06,24.86,31.05,19.4,0.0,11.97
2023-12-07,26.95,33.4,20.6,0.0,16.83
2023-12-08,24.15,30.4,20.75,0.0,18.36
2023-12-09,19.91,21.8,18.35,0.0,13.09
2023-12-10,20.61,25.35,16.2,0.0,12.74
2023-12-11,21.19,25.75,18.35,0.1,14.48
2023-12-12,20.9,27.1,17.5,0.0,15.46
2023-12-13,22.26,30.85,15.5,0.0,13.22
2023-12-14,24.63,32.2,18.5,0.0,14.62
2023-12-15,25.77,33.9,19.4,0.0,14.92
2023-12-16,25.95,33.5,21.0,0.0,14.58
2023-12-17,25.07,32.05,20.75,0.0,9.89
2023-12-18,24.62,32.5,20.2,0.0,19.67
2023-12-19,22.91,31.05,16.9,0.0,18.89
2023-12-20,22.17,29.85,17.25,0.0,19.59
2023-12-21,23.14,30.95,18.75,0.0,17.45
2023-12-22,24.36,31.35,19.3,0.0,13.38
2023-12-23,24.43,30.7,20.15,0.0,10.46
2023-12-24,24.99,30.7,20.7,0.0,16.18
2023-12-25,26.51,32.75,20.05,0.0,17.97
2023-12-26,23.76,29.15,19.2,0.0,12.86
2023-12-27,20.58,26.4,16.5,0.0,15.7
2023-12-28,22.73,31.4,15.0,0.0,12.23
2023-12-29,27.15,34.95,18.2,0.0,15.79
2023-12-30,23.47,26.6,20.9,0.0,14.15
2023-12-31,21.06,24.15,18.8,0.0,14.19
2024-01-01,21.98,27.55,19.15,2.7,15.5
2024-01-02,22.38,28.7,18.4,0.0,13.36
2024-01-03,22.6,27.9,19.5,0.2,14.41
2024-01-04,22.32,26.5,20.35,0.0,17.64
2024-01-05,22.18,27.1,19.45,0.0,15.33
2024-01-06,22.1,29.0,17.55,0.0,16.49
2024-01-07,23.7,30.6,17.65,0.0,16.39
2024-01-08,25.47,32.6,19.7,0.0,10.14
2024-01-09,25.6,32.2,19.65,0.0,4.9
2024-01-10,25.52,33.05,19.2,0.0,10.04
2024-01-11,25.84,31.6,21.15,0.0,18.5
2024-01-12,24.03,28.4,21.6,0.2,17.71
2024-01-13,20.95,21.85,19.45,0.6,13.28
2024-01-14,23.65,30.75,19.0,0.0,13.32
2024-01-15,25.54,30.95,20.4,0.0,13.75
2024-01-16,27.16,33.15,21.8,0.0,13.9
2024-01-17,26.8,33.6,21.95,0.0,15.48
2024-01-18,25.72,32.55,21.1,0.0,13.05
2024-01-19,25.71,31.35,21.05,0.0,17.03
2024-01-20,24.67,28.35,22.2,0.0,17.4
2024-01-21,23.01,25.9,20.55,0.0,16.43
2024-01-22,21.56,25.6,19.15,0.0,16.64
2024-01-23,18.58,19.45,17.15,30.1,12.07
2024-01-24,19.13,22.65,15.8,0.0,12.57
2024-01-25,19.23,22.45,17.05,0.0,18.78
2024-01-26,19.22,23.2,16.25,0.0,17.87
2024-01-27,20.91,28.0,16.8,0.0,15.51
2024-01-28,21.63,27.4,17.2,0.0,9.73
2024-01-29,23.0,28.8,16.95,0.0,15.46
2024-01-30,24.47,31.35,17.9,0.0,14.69
2024-01-31,23.52,29.2,19.6,0.0,10.64
2024-02-01,21.54,27.45,17.25,0.0,15.62
2024-02-02,21.21,27.15,17.85,0.0,16.14
2024-02-03,22.55,27.55,18.7,0.0,7.42
2024-02-04,23.13,27.4,20.0,0.0,10.46
2024-02-05,23.19,30.75,17.0,0.0,18.4
2024-02-06,23.27,30.2,17.7,0.0,12.82
2024-02-07,23.51,30.45,18.05,0.0,17.38
2024-02-08,23.53,31.05,17.15,0.0,20.11
2024-02-09,24.01,31.8,18.0,0.0,18.5
2024-02-10,24.68,31.5,19.95,0.0,17.71
2024-02-11,25.06,32.25,18.95,0.0,13.61
2024-02-12,25.93,31.5,21.45,0.0,16.36
2024-02-13,26.29,32.7,21.1,0.0,19.67
2024-02-14,22.93,25.55,20.8,45.6,11.92
2024-02-15,20.63,21.5,19.3,27.9,14.51
2024-02-16,21.58,25.6,19.1,0.0,13.78
2024-02-17,21.91,27.0,18.2,0.0,12.56
2024-02-18,21.29,26.35,17.6,0.0,9.83
2024-02-19,22.05,27.6,17.45,0.0,11.97
2024-02-20,21.53,25.5,18.25,0.0,14.01
2024-02-21,22.02,26.75,19.5,0.0,15.48
2024-02-22,23.37,30.15,18.95,0.0,11.18
2024-02-23,24.51,30.95,19.85,0.0,12.07
2024-02-24,24.06,29.65,20.15,0.0,9.09
2024-02-25,23.62,28.3,20.5,0.0,13.83
2024-02-26,23.53,27.0,20.85,0.0,12.54
2024-02-27,25.76,31.65,19.95,0.0,16.92
2024-02-28,25.37,31.3,21.65,0.0,15.63
2024-02-29,25.24,31.5,21.85,0.0,12.68
2024-03-01,24.01,30.55,20.3,0.0,15.33
2024-03-02,22.85,29.05,19.05,0.0,14.58
2024-03-03,23.68,30.7,18.2,0.0,13.98
2024-03-04,24.68,31.6,19.2,0.0,14.8
2024-03-05,24.31,30.65,21.1,0.0,15.54
2024-03-06,22.68,25.8,20.8,0.0,13.36
2024-03-07,23.1,27.35,20.5,0.0,13.32
2024-03-08,23.76,29.1,20.35,0.0,10.2
2024-03-09,24.6,29.45,21.4,0.0,16.99
2024-03-10,24.07,28.0,21.8,0.0,13.32
2024-03-11,22.76,28.1,18.95,0.0,13.71
2024-03-12,21.85,29.65,17.4,0.0,14.77
2024-03-13,23.34,30.85,18.15,0.0,13.83
2024-03-14,25.02,32.1,19.55,0.0,10.59
2024-03-15,26.41,32.5,20.3,0.0,11.97
2024-03-16,27.31,33.15,22.15,0.0,13.1
2024-03-17,26.65,33.3,21.35,0.0,14.19
2024-03-18,24.89,30.3,21.45,0.0,10.81
2024-03-19,24.69,30.25,20.9,0.0,9.83
2024-03-20,25.26,30.4,20.45,0.0,11.11
2024-03-21,26.11,31.85,21.6,0.0,19.37
2024-03-22,21.14,23.65,18.2,2.5,16.18
2024-03-23,18.24,19.2,17.35,9.8,14.48
2024-03-24,19.03,21.75,16.9,2.1,9.06
2024-03-25,21.21,26.45,17.75,0.0,15.08
2024-03-26,20.19,25.05,16.55,0.0,15.12
2024-03-27,19.37,21.6,17.9,1.3,9.73
2024-03-28,19.39,20.85,18.4,9.6,6.57
2024-03-29,21.15,25.75,17.25,0.0,10.63
2024-03-30,22.15,27.45,18.65,0.0,14.42
2024-03-31,21.68,29.0,15.6,0.0,12.26
2024-04-01,21.24,27.65,16.35,0.0,7.1
2024-04-02,22.23,27.8,18.0,0.0,7.59
2024-04-03,22.93,28.8,18.55,0.0,11.59
2024-04-04,23.59,31.0,18.4,0.0,13.55
2024-04-05,23.47,30.9,18.95,0.0,16.75
2024-04-06,20.98,26.4,17.05,0.0,14.84
2024-04-07,21.91,26.75,19.05,0.0,11.48
2024-04-08,22.05,26.6,18.35,0.3,10.14
2024-04-09,22.64,27.3,19.65,0.2,10.03
2024-04-10,22.53,29.3,17.55,0.0,12.57
2024-04-11,21.59,26.6,18.2,0.0,13.53
2024-04-12,22.06,26.8,19.1,0.0,15.82
2024-04-13,22.4,27.5,17.9,0.0,9.18
2024-04-14,22.14,25.8,19.2,0.0,7.64
2024-04-15,22.63,26.8,20.1,4.4,7.73
2024-04-16,24.5,29.55,19.6,0.0,9.69
2024-04-17,23.62,28.55,19.8,0.0,16.12
2024-04-18,18.18,20.95,14.85,0.0,18.03
2024-04-19,17.22,23.1,14.0,0.0,14.34
2024-04-20,18.92,25.2,14.1,0.0,11.44
2024-04-21,20.77,27.0,16.0,0.0,7.39
2024-04-22,20.83,28.3,13.35,0.0,12.39
2024-04-23,20.78,29.3,13.2,0.0,8.83
2024-04-24,21.96,29.95,14.6,0.0,11.17
2024-04-25,21.95,27.0,19.1,0.0,13.24
2024-04-26,22.72,28.35,19.3,0.0,10.01
2024-04-27,23.3,29.85,18.9,0.0,14.77
2024-04-28,23.75,29.85,17.9,0.0,14.33
2024-04-29,24.16,30.2,19.75,0.0,8.71
2024-04-30,22.94,30.75,16.3,0.0,10.23
2024-05-01,22.37,30.6,14.75,0.0,11.92
2024-05-02,22.94,30.75,16.75,0.0,21.48
2024-05-03,22.29,29.95,15.15,0.0,11.3
2024-05-04,23.99,31.4,17.75,0.0,7.64
2024-05-05,23.46,31.0,16.35,0.0,7.34
2024-05-06,22.44,30.75,15.2,0.0,7.34
2024-05-07,22.17,30.95,14.05,0.0,6.62
2024-05-08,22.9,30.55,16.65,0.0,15.46
2024-05-09,21.96,29.9,15.45,0.0,17.78
2024-05-10,22.65,29.25,18.0,0.0,7.73
2024-05-11,22.4,29.1,15.6,0.0,17.42
2024-05-12,22.02,29.05,15.4,0.0,18.97
2024-05-13,23.14,30.0,16.6,0.0,23.28
2024-05-14,19.98,22.6,18.05,0.0,11.17
2024-05-15,17.99,19.3,16.9,0.0,10.09
2024-05-16,20.69,28.7,15.7,0.0,14.26
2024-05-17,22.48,29.95,16.35,0.0,20.93
2024-05-18,21.27,29.45,13.25,0.0,12.1
2024-05-19,21.25,28.05,18.2,0.0,11.44
2024-05-20,21.03,27.6,17.7,0.0,15.51
2024-05-21,19.89,25.05,17.0,0.0,9.42
2024-05-22,20.92,26.6,16.8,0.0,6.44
2024-05-23,19.84,27.4,13.55,0.0,17.17
2024-05-24,19.98,27.9,14.25,0.0,21.14
2024-05-25,17.57,20.05,15.3,0.0,12.52
2024-05-26,15.56,16.6,14.95,20.0,12.92
